product_id,name,price,image_path,features,category,theme,source_url,crawled_at,description
9971687,"농협안심한우 1등급 '스페셜 구이세트' 900g (등심+채끝+안심, 각 300g)",109000,images/9971687/main.jpg,images/9971687/detail1.gif; images/9971687/detail2.jpg; images/9971687/detail3.jpg; images/9971687/detail4.jpg; images/9971687/detail5.jpg; images/9971687/detail6.gif; images/9971687/detail7.jpg; images/9971687/detail8.gif; images/9971687/detail9.jpg; images/9971687/detail10.gif; images/9971687/detail11.jpg; images/9971687/detail12.jpg; images/9971687/detail13.jpg; images/9971687/detail14.jpg; images/9971687/detail15.jpg,추천선물,,https://gift.kakao.com/product/9971687,2025-11-23T21:41:27,"농협안심한우 1등급 '스페셜 구이세트'는 선명한 붉은색과 흰색의 대비가 돋보이는 고기로, 마블링이 풍부하여 육즙이 가득합니다. 고기는 사각형의 나무판 위에 담겨 있으며, 주변에는 초록색의 브로콜리와 투명한 유리잔이 함께 배치되어 있어 심플하면서도 고급스러운 분위기를 자아냅니다. 패키지는 검은색과 금색의 로고가 조화를 이루는 고급스러운 디자인으로, 안전하고 세련된 느낌을 줍니다. 이 세트는 등심, 채끝, 안심 각 300g으로 구성되어 있으며, 총 900g의 고급 한우를 즐길 수 있습니다. 구이를 할 때 고기의 향과 맛이 더욱 돋보이며, 부드러운 촉감과 풍부한 육즙은 오감을 만족시킵니다. 특별한 각인 서비스나 한정판 패키지는 없지만, 고급스러운 포장과 품질로 의미 있는 선물로 적합합니다."
5259781,[단독]푸드장 프리미엄 구이 선물세트1.15kg(부채살+토시살+살치살+소목등심(척아이롤)),49900,images/5259781/main.jpg,images/5259781/detail1.jpg; images/5259781/detail2.jpg,추천선물,,https://gift.kakao.com/product/5259781,2025-11-23T21:41:46,"이 푸드장 프리미엄 구이 선물세트는 1.15kg의 부채살, 토시살, 살치살, 소목등심(척아이롤)을 포함하고 있습니다. 상품은 선명한 빨간색과 흰색의 대비가 돋보이는 고급스러운 패키지에 담겨 있으며, 각 부위는 검은색 플라스틱 용기에 담겨져 있습니다. 용기의 표면은 매트한 질감으로, 브랜드 로고와 제품 정보가 명확하게 인쇄되어 있습니다. 상품은 카카오톡 선물하기에서만 만나볼 수 있으며, 냉장 상태로 배송되어 신선함을 유지합니다. 각 부위의 무게는 부채살 400g, 살치살 200g, 소목등심 350g, 토시살 200g으로 정확히 표시되어 있습니다. 고기는 부드러운 식감과 풍부한 육즙을 자랑하며, 진공 포장과 아이스박스 포장으로 신선도를 유지합니다. 상품은 HACCP 인증을 받은 안전한 제조 과정을 거쳤으며, 푸드장의 특별한 배송 서비스로 신선하게 도착합니다."
11106499,[스탠리공식유통사] 퀜처 H2.0 플로우스테이트 텀블러 887ml + 리유저블백 증정,48000,images/11106499/main.jpg,images/11106499/detail1.jpg; images/11106499/detail2.jpg; images/11106499/detail3.jpg,추천선물,,https://gift.kakao.com/product/11106499,2025-11-23T21:42:05,"스탠리공식유통사의 퀸처 H2.0 플로우스테이트 텀블러 887ml는 다양한 색상과 패턴으로 시각적으로 매력적입니다. 파스텔톤의 색상과 글로시한 광택이 우아한 분위기를 자아냅니다. 소재는 PP, PCT, 고무제와 스테인리스제로 구성되어 내구성이 뛰어나며, 손잡이와 뚜껑은 부드러운 터치감을 제공합니다. 형태는 원형의 용기로, 상단에는 브랜드 로고가 선명하게 인쇄되어 있습니다. 패키지에는 리유저블백이 증정되어 실용성을 더합니다. 용량은 887ml로, 보온 9시간과 보냉 5시간의 성능을 자랑합니다. 차량 컵홀더 사용이 가능하며, 손잡이로 편리하게 들고 다닐 수 있습니다. 각인 서비스와 한정판 패키지로 유니크한 의미가치를 더합니다."
2370524,[단독]하겐다즈 프리미엄 수제 아이스크림 케이크 리얼블랑 (바닐라+벨지안초코),32900,images/2370524/main.jpg,images/2370524/detail1.jpg; images/2370524/detail2.jpg; images/2370524/detail3.jpg; images/2370524/detail4.png,추천선물,,https://gift.kakao.com/product/2370524,2025-11-23T21:42:27,"이 하겐다즈 프리미엄 수제 아이스크림 케이크 리얼블랑은 부드러운 바닐라와 진한 벨지안 초콜릿 아이스크림을 조화롭게 결합한 제품입니다. 케이크는 흰색과 금색의 고급스러운 색상으로, 광택이 나는 흰색 바닐라 아이스크림과 매트한 질감의 초콜릿 층이 어우러져 시각적으로 매력적입니다. 원형의 케이크는 하겐다즈 로고가 중앙에 위치해 있으며, 크기는 폭 15.3cm, 높이 5.5cm로 적당한 사이즈를 자랑합니다. 케이크는 화이트와 골드 스타 패턴이 있는 박스에 담겨 있으며, 리본과 함께 제공되어 선물로 적합합니다. 케이크의 맛은 바닐라의 우아한 향과 초콜릿의 깊은 풍미가 어우러져 풍부한 맛을 선사합니다. 상온에 20~30분 해동 후 드시면 더욱 맛있게 즐길 수 있습니다. 케이크의 구성품에는 케이크 박스와 케이크, 생일초, 촛불이 포함되어 있습니다."
7608679,옵티젠 이뮨 멀티비타민&미네랄 10입 / 1박스 (+키링),29900,images/7608679/main.jpg,images/7608679/detail1.gif; images/7608679/detail2.jpg; images/7608679/detail3.jpg; images/7608679/detail4.jpg,추천선물,,https://gift.kakao.com/product/7608679,2025-11-23T21:42:48,"옵티젠 이뮨 멀티비타민&미네랄 10입 / 1박스는 선명한 파란색과 흰색을 주조로 한 패키지로, 고급스러운 느낌을 줍니다. 용기는 투명한 플라스틱으로 제작되어 내부의 액상 비타민을 볼 수 있으며, 매트한 질감의 라벨이 부착되어 있습니다. 형태는 원형의 액상 비타민 10개와 함께 키링이 포함되어 있으며, 전체적으로 심플하고 현대적인 디자인을 자랑합니다. 이 제품은 19종의 영양소를 함유하고 있으며, 특히 비타민B1의 함량이 식약처 기준치 대비 최대 2,083%에 달합니다. 맛은 망고피치로, 꾸준히 섭취할 수 있도록 맛있게 제작되었습니다. 또한, 세계적으로 인정받은 DSM사 원료를 사용하여 안전성과 품질을 보장합니다. 이 제품은 남녀노소 누구나 섭취 가능하며, 정상적인 면역 기능, 에너지 및 활력까지 한번에 챙길 수 있는 제품입니다."
7610160,농협안심한우 1++등급 '투뿔 스페셜 구이' 한우선물세트 1kg(등심400g+채끝300g+안심150g+갈비살150g),155000,images/7610160/main.jpg,images/7610160/detail1.jpg; images/7610160/detail2.gif; images/7610160/detail3.jpg; images/7610160/detail4.jpg; images/7610160/detail5.jpg; images/7610160/detail6.gif; images/7610160/detail7.jpg; images/7610160/detail8.jpg; images/7610160/detail9.jpg; images/7610160/detail10.jpg; images/7610160/detail11.gif; images/7610160/detail12.jpg; images/7610160/detail13.gif; images/7610160/detail14.jpg; images/7610160/detail15.jpg; images/7610160/detail16.jpg; images/7610160/detail17.jpg; images/7610160/detail18.jpg; images/7610160/detail19.jpg; images/7610160/detail20.jpg; images/7610160/detail21.jpg; images/7610160/detail22.jpg; images/7610160/detail23.jpg; images/7610160/detail24.jpg; images/7610160/detail25.jpg; images/7610160/detail26.jpg; images/7610160/detail27.jpg; images/7610160/detail28.jpg; images/7610160/detail29.jpg; images/7610160/detail30.jpg; images/7610160/detail31.gif; images/7610160/detail32.jpg; images/7610160/detail33.jpg; images/7610160/detail34.jpg; images/7610160/detail35.jpg; images/7610160/detail36.jpg; images/7610160/detail37.jpg; images/7610160/detail38.jpg,추천선물,,https://gift.kakao.com/product/7610160,2025-11-23T21:43:25,"이 농협안심한우 1++등급 '투뿔 스페셜 구이' 한우선물세트는 선명한 빨간색과 흰색의 대비가 돋보이는 고기의 색상을 자랑합니다. 광택이 나는 표면은 신선함을 강조하며, 투명한 포장재는 고기의 질감을 더욱 선명하게 보여줍니다. 사각형의 패키지는 고급스러운 분위기를 자아내며, 중앙에 위치한 브랜드 로고는 제품의 신뢰성을 강조합니다. 1kg의 무게감은 등심 400g, 채끝 300g, 안심 150g, 갈비살 150g으로 구성되어 있으며, 각 부위의 고유한 맛과 향을 느낄 수 있습니다. 고기의 부드러운 촉감과 풍부한 육즙은 입안에서 퍼지는 풍미를 선사합니다. 특별한 각인 서비스나 한정판 패키지는 없지만, 농협안심한우의 철저한 품질 관리와 신선한 재료로 만든 이 선물세트는 고급스러운 선물로 적합합니다."
2259144,[각인] 립 글로우 (+굿럭 카드),50000,images/2259144/main.jpg,images/2259144/detail1.jpg; images/2259144/detail2.jpg; images/2259144/detail3.jpg; images/2259144/detail4.jpg; images/2259144/detail5.jpg,추천선물,,https://gift.kakao.com/product/2259144,2025-11-23T21:45:28,"이 립 글로우는 투명한 핑크색 유리 케이스에 담겨 있으며, 광택이 나는 표면과 매트한 금속 캡이 조화를 이룹니다. 케이스는 사각형 형태로 디올 로고가 전면에 부각되어 고급스러운 분위기를 자아냅니다. 립 글로우의 색상은 #212 튜튜로, 디올의 소프트 핑크 툴 드레스에서 영감을 받아 꾸뛰르 터치를 가미한 소프트 핑크 컬러입니다. 이 제품은 입술 수분 pH에 반응하여 개인의 입술 톤에 꼭 맞는 커스텀 컬러를 선사합니다. 48시간 동안 수분을 공급하고, 8시간 동안 탄탄하고 매끈한 입술을 유지시켜줍니다. 또한 각인 서비스와 굿럭 카드가 포함되어 있어 특별한 의미를 더합니다."
9245998,[리미티드 포장] 핸드 크림 30ML (+코롱 1.5ml),30600,images/9245998/main.jpg,images/9245998/detail1.jpg; images/9245998/detail2.jpg; images/9245998/detail3.gif; images/9245998/detail4.jpg; images/9245998/detail5.jpg; images/9245998/detail6.png; images/9245998/detail7.png,추천선물,,https://gift.kakao.com/product/9245998,2025-11-23T21:45:50,"이 [리미티드 포장] 핸드 크림 30ML (+코롱 1.5ml)은 우아한 화이트와 골드의 조합으로 고급스러운 분위기를 자아냅니다. 투명한 유리 용기는 글로시한 광택을 내며, 용기 상단에는 브랜드 로고가 선명하게 인쇄되어 있습니다. 패키지는 심플한 화이트 박스에 검은 리본이 달려 있어 고급스러움을 더합니다. 핸드 크림은 30ML 용량으로 편리하게 사용할 수 있으며, 코롱 1.5ml가 함께 제공되어 향기의 즐거움을 더합니다. 향기는 블랙베리, 월계수 잎, 시더우드 등으로 구성되어 있어 편안하고 힐링하는 느낌을 줍니다. 각인 서비스도 가능하여 개인화된 선물로 적합합니다."
6312758,"[각인/홀리데이] 센슈얼 누드 밤 or 글로스(+쿠션 블러쉬 란제리 미니, 컬링 마스카라 미니 증정)",36000,images/6312758/main.jpg,images/6312758/detail1.png; images/6312758/detail2.jpg; images/6312758/detail3.jpg; images/6312758/detail4.gif; images/6312758/detail5.jpg; images/6312758/detail6.jpg; images/6312758/detail7.gif; images/6312758/detail8.jpg; images/6312758/detail9.jpg; images/6312758/detail10.jpg; images/6312758/detail11.jpg; images/6312758/detail12.jpg,추천선물,,https://gift.kakao.com/product/6312758,2025-11-23T21:46:12,"이 상품은 [각인/홀리데이] 센슈얼 누드 밤 or 글로스로, 쿠션 블러쉬 란제리 미니와 컬링 마스카라 미니가 증정되는 특별한 구성입니다. 상품은 투명한 유리 용기에 담겨 있으며, 용기의 모양은 사각형으로 고급스러운 느낌을 줍니다. 뚜껑은 검은색으로 매트한 질감을 가지고 있어, 용기의 광택과 대비를 이루며 세련된 분위기를 자아냅니다. 상품의 색상은 센슈얼 누드 톤으로, 선명한 채도와 부드러운 광택을 가지고 있어, 사용 시 자연스럽고 우아한 매력을 발산합니다. 상품은 5g의 용량을 가지고 있으며, 각인 서비스를 통해 개인화된 선물을 만들 수 있습니다. 또한, 한정판 패키지로 제공되어 특별한 의미를 더합니다. 상품은 부드럽게 발라지는 광택감의 글로스로, 입술에 깊은 보습감을 전달하며, 입술 장벽을 강화하고 개선하는 립 케어 성분이 포함되어 있어, 사용할수록 건강하고 개선된 입술을 경험할 수 있습니다."
9623909,[각인+포장] 캔디 글로우 립밤,49000,images/9623909/main.jpg,images/9623909/detail1.jpg; images/9623909/detail2.jpg; images/9623909/detail3.jpg; images/9623909/detail4.gif; images/9623909/detail5.jpg,추천선물,,https://gift.kakao.com/product/9623909,2025-11-23T21:46:33,"이 캔디 글로우 립밤은 선명한 핑크색을 띠며, 광택이 나는 글로시한 질감을 자랑합니다. 메탈릭 핑크 케이스에 실버 카산드르 로고가 반짝이는 패키지로 고급스러운 분위기를 자아냅니다. 원통형 용기에 담긴 립밤은 중앙에 브랜드 로고가 새겨져 있으며, 각인 서비스를 통해 개인화된 메시지를 추가할 수 있습니다. 8가지의 밝은 컬러로 나만의 립 메이크업을 경험할 수 있으며, 무화과 추출물과 호호바 버터를 함유한 85%의 케어 성분으로 하루 종일 입술을 촉촉하고 건강한 윤기를 유지합니다. 사랑스러운 핑크빛 립 오브제는 입술에 닿는 순간 느껴지는 싱그러운 아이코닉 망고향을 만나 보세요. 이 립밤은 다양한 색상과 기능을 통해 힐링과 오락성을 동시에 제공합니다."
2301047,오쏘몰 이뮨 멀티비타민&미네랄 7입 - 로네펠트 에디션 (티백 5종증정),38000,images/2301047/main.jpg,images/2301047/detail1.jpg; images/2301047/detail2.jpg; images/2301047/detail3.jpg; images/2301047/detail4.jpg; images/2301047/detail5.jpg; images/2301047/detail6.gif; images/2301047/detail7.jpg; images/2301047/detail8.jpg; images/2301047/detail9.jpg; images/2301047/detail10.jpg; images/2301047/detail11.jpg,추천선물,,https://gift.kakao.com/product/2301047,2025-11-23T21:46:58,"이 상품은 오쏘몰 이뮨 멀티비타민&미네랄 7입 - 로네펠트 에디션으로, 티백 5종이 증정되는 제품입니다. 상품은 선명한 파란색과 흰색을 주조로 한 패키지에 담겨 있으며, 매트한 질감의 종이 소재로 고급스러운 느낌을 줍니다. 형태는 사각형의 박스로, 전면에는 브랜드 로고와 제품명이 명확히 표시되어 있습니다. 기능적으로는 18종의 멀티비타민과 미네랄이 함유되어 있으며, 특히 비타민C 1,000%, 비타민E 1,364%, 비타민B6 1,533% 등의 고함량 성분이 눈에 띕니다. 이 제품은 정상적인 면역기능 유지와 필수 영양소 보충에 도움을 줍니다. 또한, 티백 5종은 다양한 향기와 맛을 제공하여, 오감을 만족시킵니다. 한정판 패키지로, 독일에서 제조되어 신뢰성과 품질을 보장합니다."
7609867,농협안심한우 1등급 '구이의 정석' 세트 600g (등심300g+갈비살150g+채끝150g),64900,images/7609867/main.jpg,images/7609867/detail1.jpg; images/7609867/detail2.jpg; images/7609867/detail3.gif; images/7609867/detail4.jpg; images/7609867/detail5.gif; images/7609867/detail6.gif; images/7609867/detail7.jpg; images/7609867/detail8.jpg; images/7609867/detail9.jpg; images/7609867/detail10.jpg; images/7609867/detail11.jpg; images/7609867/detail12.gif; images/7609867/detail13.jpg; images/7609867/detail14.jpg; images/7609867/detail15.jpg; images/7609867/detail16.jpg; images/7609867/detail17.jpg; images/7609867/detail18.jpg; images/7609867/detail19.jpg; images/7609867/detail20.jpg; images/7609867/detail21.jpg; images/7609867/detail22.jpg; images/7609867/detail23.jpg; images/7609867/detail24.jpg; images/7609867/detail25.jpg; images/7609867/detail26.jpg; images/7609867/detail27.jpg; images/7609867/detail28.jpg; images/7609867/detail29.jpg; images/7609867/detail30.jpg; images/7609867/detail31.jpg; images/7609867/detail32.jpg,추천선물,,https://gift.kakao.com/product/7609867,2025-11-23T21:47:39,"농협안심한우 1등급 '구이의 정석' 세트는 선명한 빨간색과 흰색의 대비가 돋보이는 고기로, 광택이 나는 표면이 신선함을 강조합니다. 등심 300g, 갈비살 150g, 채끝 150g으로 구성된 이 세트는 각각의 고기가 투명한 비닐 포장에 담겨 있으며, 검은색 트레이 위에 정갈하게 배열되어 있습니다. 고기의 질감은 부드럽고 촉촉해 보이며, 구이용으로 이상적입니다. 패키지는 깔끔한 디자인의 박스에 담겨 있으며, 농협안심한우의 로고가 우아하게 인쇄되어 고급스러운 분위기를 자아냅니다. 이 세트는 특별한 날에 소중한 분께 마음을 전하는 데 적합한 제품입니다."
5318317,[단독] 고디바 다크 초콜릿 케이크 + 커피 쿠폰 증정,39900,images/5318317/main.jpg,images/5318317/detail1.jpg; images/5318317/detail2.jpg; images/5318317/detail3.gif; images/5318317/detail4.jpg; images/5318317/detail5.jpg; images/5318317/detail6.jpg,케잌・디저트,,https://gift.kakao.com/product/5318317,2025-11-23T21:48:24,"고디바 다크 초콜릿 케이크는 진한 갈색의 글로시한 초콜릿 글레이즈로 완성된 원형 케이크입니다. 케이크 표면에는 고디바 로고가 새겨진 금색 장식이 포인트를 더합니다. 케이크는 총 430g으로, 100g 당 421kcal의 영양 정보를 제공합니다. 내부는 다크 초콜릿 케이크와 크림의 층이 교차하여 촉감이 부드럽고 풍미가 깊습니다. 케이크는 블랙과 골드 컬러의 고급스러운 박스에 담겨 있으며, 외부에는 냉동 포장용 스티로폼 박스로 보호되어 배송됩니다. 함께 제공되는 커피 쿠폰은 아메리카노 1잔을 증정하며, 쿠폰의 유효 기간은 3개월입니다. 케이크는 냉동 상태로 보관해야 하며, 섭취 3시간 전에 냉장실에서 해동 후 드시는 것이 좋습니다."
